100,12 St Sidewalk and landscape AFCU,The objective of this project includes Sidewalk and landscape improvements along 12th Street and America's First Credit Union,Street/Sidewalk Improvements,On Hold,0,TBD
219,Finley Blvd Extension,"The objective of this project includes extends Finely BLVD from 26th Street to 27th Ave North including a bridge over the Railroad tracks.  Providing an east west corridor connecting Hwy 79 (Tallapoosa Street), Hwy 31, I-65 and Hwy 78 (Arkadelphia Rd).",Storm Sewer/Drainage/Bridges,DESIGN/ROW,0.5,TBD
220,Fire Station 24 Reroofing,"The objective of this project includes the replacement of shingle roofing, deteriorated deck replacement and associated reconstruction of the building overhangs and gutter systems. Painting all wood components is required. Project did not receive any bids. Since then, negotiated proposals have been received. Awaiting funding source, Council approval and P.O.",Public Facilities,Bid & Award,0.75,Need Funding - TBD 
221,Fire Station 26 Driveway Replacement,The objective of this project includes the replacement of cracked concrete apparatus drive.,Public Facilities,Bid & Award,0.25,TBD
222,Fire Station 6 HVAC Replacement,The objective of this project includes the replacement of the HVAC equipment. The equipment will be replaced by the Public Works Department.,Public Facilities,Complete,1,38875
223,Fire Station 7 Accessible Parking,The objective of this project includes an accessible parking space and public parking space in front of Fire Station #7.,Public Facilities,Complete,1,21509.27
224,Fire Station 8," The objective of this project includes a new Fire station Kingston neighborhood -project is complete, although the completed survey is required to be recorded to close out the project. ",Public Facilities,Complete,1,2967000
225,Fire Training Tower Replacement,The objective of this project includes a new 4 story training tower and burn building behind Fire Station # 20,Public Facilities,Complete,1,1029753
226,Firing Range Admin and Classroom Bldg-REBID,"The objective of this project includes an addition of a 5,500 sq. ft. pre-engineered metal building with associated interior finish out (Architectural, Mechanical, Plumbing, Electrical and Fire Alarm systems) with associated site work for parking and new electrical and sewer site systems.",Public Facilities,Construction,0.8,1040100
227,Floor Tile Removal at Fire Equipment Repair Shop Breakroom,The objective of this project is to include the removal of suspected asbestos floor tile.,Public Facilities,Bid & Award,0,TBD
228,Flooring Replacement or Refinish Package,"The objective of this project includes the willow wood gym floor cabinets tennis court playground - Harrison gym floor kitchen cabinets, paint VCT floors - Henry Crumpton Kitchen cabinets - Howze Samford new gym floor - Roosevelt VCT floor, restroom tile, kitchen cabinets.",Parks,Closeout,0.97,419684
229,George Ward Park Renovations-REBID,"The objective of this project includes concession stand upgrades, field upgrades, facade improvements, tennis court resurfacing.",Parks,Complete,1,270000
230,Glenn Iris Drainage Improvements,The objective of this project includes drainage improvements in Glen Iris Park,Storm Sewer/Drainage/Bridges,Complete,1,63679
231,Grants Mill Road Corridor Study,"The objective of this project includes the investigation of  the feasibility and cost of relocating and widening Grants Mill Rd. from I-459 to Hwy 119, to provide an improved north/south corridor that could relief traffic on Hwy 280 and I 65.",Street/Sidewalk Improvements,Study (suspended per ALDOT),0.94,
232,Grayson Park Renovations-REBID,"The objective of this project includes the  relocation of existing restroom and installation of new restroom, pavilion, parking area.",Parks,Construction,0,243665
233,Greensprings Bridge repair,The objective of this project is to provide street improvements to correct approach to Greensprings Ave Bridge over RR,Storm Sewer/Drainage/Bridges,Closeout,1,208065
234,Greensprings Hwy Streetscape Phase II,"The objective of this design is to provide streetscape improvements and pedestrian access along the east side of Greensprings Highway from 10th Avenue South to Valley Avenue/24th Avenue. The proposed design will include sidewalks and curb ramps, drainage pipes and inlets, crosswalks and landscaping.",Street/Sidewalk Improvements,Design,0.9,2250000
235,Greensprings Streetscape,"The objective of this project is to  provide street, sidewalk, and landscape improvements along SB lanes of Greensprings Hwy",Street/Sidewalk Improvements,Complete,1,1100000
236,Greensprings Avenue Street repair,The objective of this project is to provide drainage improvement along Greensprings Ave next to George Ward,Street/Sidewalk Improvements,Complete,1,142031.69
237,Hanover Cr. (ALDOT),The objective of this project is to complete rebuild of pavement along Hanover Circle,Street/Sidewalk Improvements,Funding,0,600000
238,Harriman Park Renovations,The objective of this project includes a new playground and basketball equipment. Exterior paint and interior kitchen and bathroom renovations to the Community Center.,Parks,Complete,1,195272.66
239,Hawkins Recreation Center Gymnasium HVAC Replacement,The objective of this project includes the replacement of four ceiling mounted HVAC units with exterior ground mount units.,Parks,Bid & Award,0.75,298914
240,Hawkins Recreation Center Sewer Line Repair,The objective of this project includes the repair of damaged under slab sewer line.  Park and Recreation has been soliciting contractor proposals for this work.,Parks,Bid & Award,0,"Need Funding - $76,966.16"
241,Highland Ave Sidewalks,The objective of this project includes sidewalk improvements at 2001 Highland Ave,Street/Sidewalk Improvements,Complete,1,49975
242,Highland Park Masonry Repairs,The objective of this project includes the reattachment of loose exterior stonework on the Pro Shop Building.,Parks,Bid & Award,0.75,46310
243,Highland Park Pro Shop Roof Repair,The objective of this project includes the repair of roof leak.,Parks,Bid & Award,0.75,"  $3,500.00 "
244,Hooper City Phase V,"The objective of this project is to improve the streets and drainage along 37th Terrace West, 37th Court West and 6th Street West.",Street/Sidewalk Improvements,ROW,0.15,675000
245,Howze Sanford Foundation Repairs-Rebid,The objective of this project includes the repair of foundation settlement and floor repair.,Parks,Complete,1,158766
246,Intermodal Facility Alternate 5 Completion Package,"The objective of this project includes loading dock, finish work in old Amtrak Building.",Public Facilities,Closeout,0.98,415197.88
247,Intermodal Facility Parking Control Package,The objective of this project includes the installation of a gate at the parking lot.,Public Facilities,Closeout,0.97,93225
248,Intermodal Phase 1 Site Prep and Pilings,"The objective of this project includes site prep, pilings and temporary facility.",Public Facilities,Closeout,0.97,3023219
249,Kelly Ingram Park,The objective of this project includes the installation of steel edgining and reset brick and stone pavers.,Parks,Complete,1,87835
250,Lakeshore Cinema Entrance Drive,The objective of this project is to provide entrance improvements and Lakeshore turn lane improvements for the Cinema,Street/Sidewalk Improvements,Construction,0.2,524060.9
251,Lakeshore Drive Pavement Rehab and ADA Project," The objective of this project includes resurfacing improvements, pedestrian accessibility along Lakeshore from the end of the 2016 ATRIP project repaving at Venice RD to TBD.",Street/Sidewalk Improvements,Design,0.6,1000000
252,Lane Park Rd Culvert Replacement,The objective of this design is to replace the failing culvert that runs along the east side of Lane Park Road between North Lane and South Lane. ADA Accessibility will also be improved along the same stretch with new sidewalk and sidewalk ramps. ,Storm Sewer/Drainage/Bridges,Complete,1,300000
253,Lawson Field Repaving,The objective of this project is to repave and expand the existing parking area at Lawson Field including the installation of paving and lighting. ,Street/Sidewalk Improvements,Design,1,1238660.02
254,Legion Field- Emergency Remediation Rms 223-224,The objective of this project includes the emergency mitigation of severe pigeon dropping contamination.,Parks,Closeout,0.97,14750
255,Legion Field Generator Fuel Line Replacement ,The objective of this project includes the Replacement of a section of diesel generator fuel line as suggested by an ADEM inspection report.,Parks,Bid & Award,0.5,16640
256,Legion Field Mechanic's Shop 1 & 2 Reroofing,"The objective of this project includes the removal of existing built-up roofs, repair of wood roof deck, and installation of new insulation and 60 mil PVC roofing membrane at the Mechanic’s Shop buildings 1 and 2 at the east side of Legion Field.",Parks,Bid & Award,0.5,114000
257,Legion Field Press Box Remediation,The objective of this project is the cleaning of the above ceiling area contaminated with pigeon droppings,Parks,Complete,1,103368
258,Legion Field Sewer Line Replacement #1,The objective of ths project is to replace broken sewer line on west side of stadium.,Parks,Complete,1,41418.59
259,Legion Field Sewer Line Replacement #2,The objective of this project is to replace broken sewer lin on northwest side of stadium.,Parks,Complete,1,50000
260,Legion Field Sports Medicine Building Flooring Replacement,The objective of this project includes the replacement of existing carpet with new carpet tile.,Parks,Bid & Award,0.75," $21,925.00 "
261,Legion Field Stadium Renovations,"The objective of this project is to renovate the entry plaza, new sounds system and assessment of light towers.",Parks,Complete,1,961152.53
262,Liberty Highlands Park Site Improvements,The objective of this project includes the new neighborhood park encompassing three vacant residential lots.  ,Parks,Design,On Hold,450000
263,Lighting Upgrades Package,"The objective of this project includes Maclin resurface basketball court, goals & Backboard, paint pavilion, walking trail lighting, new sign - WC Patton power pavilion restroom amphitheater - West Goldwire - playground surface, resurface basketball court. ",Parks,Bid & Award,0.75,282816
264,Lomb Ave Cable Rail Installation,The objective of this project is to provide cable rail installation to improve safety at Lomb Ave and MLK,Street/Sidewalk Improvements,complete,1,11325
265,Lyric Alley,"The objective of this project is to provide asphalt, concrete, and drainage improvements along alley being Lyric Theater",Storm Sewer/Drainage/Bridges,Complete,1,49245.41
266,McCoy Center Chiller Replacement,The objective of this project is the replacement of inoperable chiller.,Public Facilities,Complete,1,72000
267,Medical Park Dr,The objective of this project is to provide street repair to improve safety at Medical Park Dr,Street/Sidewalk Improvements,Complete,1,206272.56
268,Memorial Park Renovations,The objective of this project is to replace the existing swimming pool and install a new pool.,Parks,Complete,1,712834.18
269,Michael's Restaurant at the Negro-Southern League Museum,The objective of this project includes the buildout of vacant restaurant space at museum.,Public Facilities,Construction,0.05,1711500
270,Montclair Rd at Ramsay Park Drainage Improvements,"The objective of this project is to provide drainage improvements along Montclair Rd at Ramsay Park, convert open channel to culvert",Storm Sewer/Drainage/Bridges,Design,0.1,170000
271,Morris Ave Streetscape at Intermodal Facility,The objective of this project is to provide street improvements from 16th street to 19th street.,Street/Sidewalk Improvements,Closeout,1,1378692
272,Museum of Art AHU-3 Coil Replacement,The objective of this project includes coordinating repair of air handler motor by DPW.,Public Facilities,Complete,1,13547
273,Museum of Art Blower Motor Repair,The objective of this project is for DPW coordinating repair of air handler motor.,Public Facilities,Complete,1,TBD
274,Museum of Art Chiller Replacement,The objective of this project includes the replacement of obsolete chiller equipment and repair of auxiliary chiller. Work also coordinates with installation of the backup hot water boiler.,Public Facilities,Construction,0.5,683000
275,Museum of Art Entry Canopy Waterproofing,"The objective of this project includes the waterproofing of the Museum of Art Entry canopies at the front and rear due to deteriorated seals in the metal panels and inadequate drainage.  Need Mayor assignment, funding source &PO.  Project on hold since mid 2017.",Public Facilities,Predesign,0,TBD
276,Museum of Art Mechanical Room Drain Replacement,The objective of this project includes the installation of new drain line for boiler to prevent blowdown from damaging garden area.,Public Facilities,Design,0.5,TBD
277,Museum of Art Penthouse #2 and #3 Reroofing,The objective of this project includes new roofing materials on two mechanical rooftop structures.,Public Facilities,Bid & Award,0.75,48575
278,New Georgia Landfill Inbound Scale,The objective is the replacement of the concrete walls for the weigh scales.,Public Facilities,Predesign,0,TBD
279,North Avondale Library Subsurface Investigation and Foundation Repair,The objective of this project includes investigation of foundation cracking at library.  Recommendation is for drilled piers installation at footing.,Public Facilities,Design,1,TBD
280,North Birmingham Library Facade Repair,The objective of this project includes fixing cracks within the stucco.,Public Facilities,Predesign,0,TBD
281,Norwood Elementary ,The objective of this project includes sidewalk improvements and repairs near Norwood Elementary School. ,Public Facilities,Scoping,0,TBD
282,Norwood Pool Renovation,The objective of this project is to renovate the community building with new finishes and roofing.,Parks,Complete,1,225544.71
283,Norwood Streetscape,The objective of this project will add streetscape improvements in the Norwood area on 12th Avenue North from 24th Street N to 31st Street N and 31st Street N to 22rd Street N extension.,Street/Sidewalk Improvements,Design,0.9,1250000
284,Oak Hills Sanitary Sewer Repair,The objective of the project is  to provide sanitary sewer repairs in the Oak Hill neighborhood,Storm Sewer/Drainage/Bridges,Complete,1,99042
285,One Pratt Park,"The objective of this project is to provide a new park with landscaping, community building, walking trail, monument sign, related park appurtenances and visitor parking. ",Parks,Construction,0.43,6492000
286,One Pratt Park-earthwork,The objective of the project is to  regrade site for future Pratt Park project.,Parks,Complete,1,
287,Parking Deck #3 Concrete Painting,The objective of the project is to remove old peeling coating and installation of new coating.,Public Facilities,Predesign,0.25,TBD
288,Pavilion Replacement or Repair Package,"The objective of this project is to provide park improvements and picnic pavilion replacements at Barker Park, Fountain Heights Park, Minnievile Park and Spring Water Park.",Public Facilities,Complete,1,362400
289,Paving & Striping Package A,"The objective of this project is to provide new parking spaces at East Pinson Valley Park, new walking track at Learning Tree Park and new parking spaces and a picnic pavilion structure at McMahon Park.",Parks,Complete,1,355611
290,Paving/Sidewalks Grant Match (ATRIP),"The objective of the project is a city-wide plan for the resurfacing and ADA improvements of 9 streets. Martin Luther King, Jr. Blvd from Dennison Ave. to Tuscaloosa Ave, 1st Avenue North from Center Street to 4th Place North, Clairmont Ave. from Essex Rd. to Rockford Road, Messer Airport Road.",Street/Sidewalk Improvements,Construction,0.95,1376736.71
291,PEP Office Renovations,"The objective of this project includes the miscellaneous projects for repairs and renovations to office areas including flooring, painting, redecoration.",Public Facilities,Multiple,Multiple Phases,TBD
292,Pine Knoll Vista Drainage,The objective of this project is to repair the heavily eroded drainage ditches and mitigate localized flooding along Airport Rd. The installation of approximately 676 LF of culverts and 260 LF of gabion sections is proposed. ,Storm Sewer/Drainage/Bridges,ROW,0.2,950000
293,Playground Equipment Replacement or Repair & Site Furnishings Package A,"The objective of this project includes Crestline, play ground with solide surface landing and entry drive to park for service vehicles; East Brownsville playground with solid surface landing, Echo Highlands trash cans, benches, erosion control and landscaping. ",Parks,Closeout,1,314825
294,Playground Equipment Replacement or Repair & Site Furnishings Package B,"The objective of this project includes Garden Highlands playground with soft surface landing and landscape improvements; Hawkins Rec. Center playground with solid surface landing, replacement of tile inside rec. center lobby; North Pratt Park playground with solid surface, new bleachers wtih accessible pathway.",Parks,Bid & Award,0.75,250151
295,Powderly Library Reroofing,The objective of this project includes the replacement of the existing built-up roof with new 60 mil PVC roofing. ,Public Facilities,Closeout,0.97,80000
296,Pratt Hwy Bridge Replacement,The objective of this project will replace the Pratt Highway Bridge between Morgan Street and Sheridan Road. The project will be bided by ALDOT.,Storm Sewer/Drainage/Bridges,ROW,0.9,2602114
297,Pre‐Fabricated Buildings Package,"The objective of this project includes the Marconi Park (replace concession/restroom building), AG Gaston (installation of new concession/restroom building), and Botanical Gardens (new parking gate and ground mounted accent lighting).",Parks,Bid & Award,0.75,585860
298,Railroad Park Maintenance Contract,The objective of this project is to provide a three year contract to provide general landscape maintenance for park.,Parks,Construction,0.66,610811.75
299,Regions Field Concession Stand HVAC Installation,The objective of this project includes the installation of air conditioning at all concession stand areas to comply with Health Department requirements.,Public Facilities,Predesign,0,TBD
300,Repairs at Office of Peace and Policy Building (aka 1200 Tuscaloosa Avenue; JCCEO Bldg.),"The objective of this project includes the miscellaneous work to refurbish building including floor tile removal (complete), and renovations to provide ADA accessibility--restroom, entrance, and parking.",Public Facilities,Design,0.9,TBD
301,Resurfacing City Wide 2017 (Year 1),The objective of this project is to provide city wide resurfacing for Year 1 of 5 Year Plan,Street/Sidewalk Improvements,Construction,0.95,9448988.25
302,Resurfacing City Wide 2019 (Year 2),The objective of this project is to provide city wide resurfacing for Year 2 of 5 Year Plan,Street/Sidewalk Improvements,Design,0.95,5200000
303,Rhodes Park - ADA improvements,"The objective of this project is to provide ADA Access improvements to Rhodes Park, including access to center of park for Events",Street/Sidewalk Improvements,Complete,1,42756.26
304,Richard Arrington Blvd. Multi use path,The objective of this project includes a multi use path along Richard Arrington Jr. Blvd from 15th Ave. S to Valley Ave.,Street/Sidewalk Improvements,Predesign,0,
305,Rickwood Field Renovations,"The objective of this project is the emergency repair of deteriorated concrete structural columns, beams and seating areas.",Parks,Complete,1,1251162.7
306,Roebuck Springs Rd Street and Drainage Improvements,The objective of this project is to provide street and drainage improvements on Roebuck Springs Road,Storm Sewer/Drainage/Bridges,Complete,1,149287.79
307,Roof Repairs at North Birmingham Rec Center Gymnasium,The objective of this project is to repair leaks in gym room,Parks,Construction,0,"$4,200.00  "
308,Roof Repairs at Roebuck Hawkins Rec Center Gymnasium,The objective of this project is to repair of two areas of leaks in gym.,Parks,Bid & Award,0.75," Needs Funding - $3,800.00"
309,Roosevelt City Recreation Center Sanitary Sewer Line Replacement,The objective of this project includes the repair of sewer line.,Public Facilities,Design,0.25,
310,Ruffner Mtn Connector Trail Tap 2013 (ALDOT),"The objective of this project includes ADA accessibility, sidewalks, signage, and bike share markings for the Ruffner Mountain Connector Trail, a part of the Red Rock Trail System. The project will make a loop in East Lake and tie into the Ruffner Park entrance; along 81st St S, 75th St. S. 85th St. S, 5th Ave. N and 2nd Ave. S.",Street/Sidewalk Improvements,Closeout,1,540000
311,Sidewalks & Ramp Improvement Citywide (ALDOT STPH-UR13),The objective of this design is to improve pedestrian and handicap accessibility throughout the city of Birmingham. Sidewalk and ADA compliant sidewalk ramps will be constructed throughout the city limits. ,Street/Sidewalk Improvements,Construction,0.98,1350000
312,Sloss Furnace Boardwalk Replacement,The objective of this project is to replace wood timber walking path with concrete walk for ADA access.,Public Facilities,Closeout,0.25,47500
313,Sloss Furnace Coke Bin #1 Trestle Beam Replacement,"The objective of this project is to replace beam above coke bin area to allow maintenance, removal and repair of sump pumps in pits below.",Public Facilities,Bid & Award,0.75,60000
314,Sloss Furnace Drainage Improvements,The objective of this project is to provide a concrete swale to direct water.,Public Facilities,Design,0.75,TBD
315,Sloss Records Building Artifact Removal and Cleaning,The objective of this project includes the removal of metal and wood artifacts and cleaning of mold from surfaces.,Public Facilities,Bid & Award,0.75,6516.56
316,Smithfield Library Entry Door Opener,The objective of this project includes the installation of handicapped door operator on parking lot entrance door.,Public Facilities,Predesign,0,TBD
317,South Fitness Center Card Reader Installation,The objective of this project includes the installation of access card reader.,Public Facilities,Closeout,0.97,3729.11
318,South Fitness Center Exit Door Addition,The objective of this project includes the creation of new exterior doorway from Fitness Center to allow exit after hours instead of through Academy side.,Public Facilities,Predesign,0,TBD
319,Sydney Drive Guardrail Installation Project,Guardrail installation for safety conerns along Sydney Drive,Street/Sidewalk Improvements,Construction,0.3,25050
320,Tennis & Basketball Courts Improvements Package A,"The objective of this project includes the resurfacing of tennis courts at Ensley Park and Highland Racquet Club. New parking spaces, picnic tables, grills, park bench, trash cans and basketball court at Germania Park.",Parks,Bid & Award,0.75,427583
321,Tennis & Basketball Courts Improvements Package B,"The objective of this project includes the Playground, Tennis and Basketball courts resurfaced at Pine Knolll Park. Basketball courts resurfaced and new Baseball bleachers at Hooper City Park. Playground and Tennis courts resurfaced at North Birmingham Park. Basketball court resurfaced at South Sherman Park. ",Parks,Complete,1,296740
322,Tiger 7 - High Ore Line Connector  ,The objective of this project it to construct a 12' wide paved walking trail that extends 6600 lin. ft.  from Wenonah Rd at Carol Street to Venice Rd at Alvin Ave. Connecting Red Mountain Park to the previously constructed High Ore Line trail.  Part of the Red Rocks trail system. Also includes a parking area and lighting at the Red Mountain Park Trailhead.,Street/Sidewalk Improvements,Construction,0.85,3342300
323,Titusville Library Subsurface Investigation and Foundation Repair,The objective of this project includes the investigation of foundation cracking at library.  Recommendation is for drilled piers installation at footing.,Public Facilities,Design,1, Need Funding - TBD 
324,Tom Bradford Park Renovations-Rebid,"The objective of this project includes the installation of additional restroom, playground repairs, slope repairs.",Parks,Complete,1,252336
325,Traffic Engineering Sign Shop Hazardous Material Removal,The objective of this project includes the testing and removal of contaminated building materials.,Public Facilities,Bid & Award,0.5,TBD
326,Trane PACT ,"The objective of this project includes energy retrofitting of existing building including building envelope, Roofing, Mechanical, Plumbing, Electrical systems in City owned properties.",Public Facilities,Closeout,0.99,61333168
327,Tuggle School Access Improvements,"The objective of this project includes accessibility, sidewalks, curb and gutter, street widening, and storm drainage. ",Street/Sidewalk Improvements,ROW,0.25,540000
328,V.A. Hospital,The objective of this project includes sidewalk improvements and repairs around the VA Hospital,Street/Sidewalk Improvements,Complete,1,8400
329,Village Creek Greenway Eastlake,The objective of this project includes construction of an asphalt walking trail along Village Creek between 84th Street and 86th Street,Street/Sidewalk Improvements,Complete,1,2590426.89
330,Village Creek Phase III,TBD,Street/Sidewalk Improvements,Scoping,0,TBD
331,Village Creek Trail Ensley,The objective of this project includes construction of asphalt walking trail and replacement of the pedestrian bridge along Village Creek between Avenue F and Avenue V.,Street/Sidewalk Improvements,Construction,0.95,2590426.89
332,Vulcan Park Renovations,"The objective of this project includes light upgrades, paint Vulcan, paint soffit, rebuild picnic area, new museum display, stucco patch Vulcan tower. Lighting upgrade package is ready to be bid in March/April to coincide with Vulcan event schedule.",Parks,Bid & Award,25% (Lighting Package),360000
333,Vulcan Trail West Trailhead,The scope of this project includes a multi use path from George Ward to new Vulcan trail extension,Street/Sidewalk Improvements,Consultant select.,0,500000
334,Wahouma Park Renovations,"The objective of this project includes parking lot paved, basketball courts resurfacing, A/C in concession standk, renovated walking track, new football and baseball bleachers with accessible pathways.",Parks,Closeout,0.2,522932
335,Warren Rd. Leach Dr,"The objective of this project is to connect and add sidewalk along Leach Drive to Montevallo Road, and also to improve the drainage at Warren Road. The plan is to add new ADA sidewalk, ramps, and striping along Leach Drive and also to connect the valley gutter at the Warren Road intersection. ",Street/Sidewalk Improvements,Closeout,0.97,75000
336,West Blvd & Village Creek at Golf Course Culvert Replacement ,The objective of this project includes the removal and replacement of bridge culvert at West Blvd & Village Creek at Golf Course,Storm Sewer/Drainage/Bridges,Design,15%,440000
337,West Fitness Center Card Reader Installation,The objective of this project includes the installation of access card reader.,Public Facilities,Closeout,0.97,3793.04
338,Willow Wood Recreation Center Roof Replacement,The objective of this project is the replacement of the roof and downspouts and associated trim work. Project was bidded but no action was taken.,Parks,Bid & Award,0.75,146000
339,Woodlawn Connector Trail Tap 2014,"The objective of this project includes ADA accessibility, sidewalks, signage and bike share markings for the Woodlawn Connector Trail, a part of the Red Rock Trail System. This project will connect to the Ruffner Connector in East Lake and to the Jones Valley Trail near Sloss; along 2nd Ave. S, 1st Ave. S, 5th Ave S, 6th Ave S, 32nd St. S.",Street/Sidewalk Improvements,Bid & Award,0,720000
340,WoodLawn Early Learning,The objective of this project is to provide parking lot and sidewalk improvements at Woodlawn Early Learning,Street/Sidewalk Improvements,Complete,1,46383
341,Woodlawn Early Learning II paving,The objective of this project is to provide additional parking lot paving at Woodlawn Early Learning,Street/Sidewalk Improvements,Complete,1,14307.68
342,"Woodlawn Street Improvements, Phase I","The objective of this project includes streetscape improvements to various streets in Woodlawn. Improvements include pedestrian accessibility, ADA upgrades, lighting, and landscaping.",Street/Sidewalk Improvements,Construction,0.95,1200000
343,Woodlawn Street Scape Phase II,"The objective of this project includes street improvements on various streets in the Woodlawn area, including 1st Ave. No.",Street/Sidewalk Improvements,Predesign,0,439509
344,Wylam Library Replacement,The objective of this project includes the demolition of old Library building and replacement with new larger Library.,Public Facilities,Bid & Award,1,1554994
345,Wylam Park Phase II Restroom/Concession Building,The objective of this project includes anew concession and restroom building using building from first bid package.,Parks,Bid & Award,0.5,419174
346,Wylam Park Renovations Phase I,The objective of this project includes a new full size football field w/ irrigation and new Playground soft surfacing.,Parks,Construction,0.85,275095
347,Zoo Sidewalk Connector Trail,The objective of this project is to provide a new sidewalk to connect existing sidewalk on Cahaba Road to existing sidewalk on 20th Place South.,Street/Sidewalk Improvements,Design,0.9,1000000
348,248,,,,,
